Fauna/Flora;Grupo;Família;Espécie (Simplificado);Nome Comum;Categoria de Ameaça;Sigla Categoria de Ameaça;Bioma;Principais Ameaças;Presença em Áreas Protegidas;Plano de Ação Nacional para Conservação (PAN);Ordenamento Pesqueiro ;Nível de Proteção na Estratégia Nacional;Espécie exclusiva do Brasil;Estados de Ocorrência
Fauna;Peixes Continentais;Apteronotidae;Sternarchorhynchus higuchii;Desconhecido;Criticamente em Perigo (CR);CR;Amazônia;Outras Atividades Econômicas:Energia;Sim;Sim;Não;2;Sim;AM
Fauna;Peixes Continentais;Apteronotidae;Sternarchorhynchus inpai;Desconhecido;Vulnerável (VU);VU;Amazônia;Outras Atividades Econômicas:Energia;Sim;Sim;Não;2;Sim;PA
Fauna;Peixes Continentais;Apteronotidae;Sternarchorhynchus jaimei;Desconhecido;Criticamente em Perigo (CR);CR;Amazônia;Outras Atividades Econômicas:Energia;Sim;Sim;Não;2;Sim;AM
Fauna;Peixes Continentais;Apteronotidae;Sternarchorhynchus kokraimoro;Desconhecido;Vulnerável (VU);VU;Amazônia;Outras Atividades Econômicas:Energia;Não;Sim;Não;1;Sim;PA
Fauna;Peixes Continentais;Apteronotidae;Sternarchorhynchus mareikeae;Desconhecido;Vulnerável (VU);VU;Amazônia;Outras Atividades Econômicas:Energia;Sim;Sim;Não;2;Sim;PA
Fauna;Peixes Continentais;Apteronotidae;Sternarchorhynchus severii;Ituí;Vulnerável (VU);VU;Amazônia;Outras Atividades Econômicas:Energia;Não;Sim;Não;1;Sim;RR
Fauna;Peixes Continentais;Apteronotidae;Sternarchorhynchus villasboasi;Desconhecido;Vulnerável (VU);VU;Amazônia;Outras Atividades Econômicas:Energia;Não;Sim;Não;1;Sim;PA
Fauna;Invertebrados Terrestres;Formicidae;Stigmatomma cleae;Formiga;Criticamente em Perigo (CR);CR;Mata Atlântica;Agropecuária;Não;Não;Não;0;Sim;BA
Fauna;Aves;Tyrannidae;Stigmatura napensis napensis;Papa-mosca-do-sertão;Vulnerável (VU);VU;Amazônia;"Agropecuária; Mineracao; Outras Atividades Econômicas:Energia; Outras Atividades Econômicas:Transporte";Sim;Sim;Não;4;Não;"AM; PA; RR"
Fauna;Aves;Strigidae;Strix huhula albomarginata;Coruja-preta;Vulnerável (VU);VU;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades";Sim;Sim;Não;4;Não;"ES; MG; MS; PR; RJ; SC; SP"
Fauna;Invertebrados Terrestres;Lycaenidae;Strymon ohausi;Borboleta;Em Perigo (EN);EN;"Cerrado; Mata Atlântica";"Agropecuária; Assentamento Humano:cidades; Poluição; Queimadas";Sim;Sim;Não;3;Sim;"DF; GO; MG; PR; SP"
Fauna;Peixes Continentais;Characidae;Stygichthys typhlops;Piaba-branca;Em Perigo (EN);EN;"Caatinga; Cerrado";Agropecuária;Não;Sim;Não;1;Sim;MG
Fauna;Aves;Thamnophilidae;Stymphalornis acutirostris;Bicudinho-do-brejo;Em Perigo (EN);EN;Mata Atlântica;"Agropecuária; Desastres Naturais; Especies Exoticas; Mineracao; Outras Atividades Econômicas:Transporte; Poluição; Poluição Assoreamento; Queimadas";Sim;Sim;Não;2;Sim;"PR; RS; SC"
Fauna;Invertebrados Terrestres;Succineidae;Succinea lopesi;Desconhecido;Em Perigo (EN);EN;Ilha oceânica;"Agropecuária; Especies Exoticas";Não;Não;Não;0;Sim;ES
Fauna;Aves;Sulidae;Sula sula;Atobá-de-pé-vermelho;Em Perigo (EN);EN;Marinho;"Especies Exoticas; Extracao Direta:Caça/Pesca; Mudanca Na Dinamica Das Especies Nativas: Patogenias/Parasitas; Poluição";Sim;Sim;Não;1;Não;"AP; CE; ES; MA; PE; RJ; RN"
Fauna;Peixes Marinhos;Arhynchobatidae;Sympterygia acuta;Raia-emplastro;Em Perigo (EN);EN;Marinho;Extracao Direta:Caça/Pesca;Sim;Sim;Sim;3;Não;"PR; RJ; RS; SC; SP"
Fauna;Peixes Marinhos;Arhynchobatidae;Sympterygia bonapartii;Emplastro-amarelo;Em Perigo (EN);EN;Marinho;Extracao Direta:Caça/Pesca;Sim;Sim;Sim;2;Não;"RS; SC"
Fauna;Aves;Furnariidae;Synallaxis infuscata;Tatac;Em Perigo (EN);EN;Mata Atlântica;"Agropecuária; Extracao Florestal";Sim;Não;Não;1;Sim;"AL; PB; PE"
Fauna;Aves;Furnariidae;Synallaxis kollari;João-de-barba-grisalho;Em Perigo (EN);EN;Amazônia;"Agropecuária; Outras Atividades Econômicas:Energia; Queimadas";Sim;Sim;Não;3;Não;RR
Fauna;Invertebrados Aquáticos;Synaptidae;Synaptula secreta;Pepino-do-mar;Criticamente em Perigo (CR);CR;Marinho;Poluição;Sim;Sim;Não;2;Sim;SP
Fauna;Aves;Thraupidae;Tangara cyanocephala cearensis;Saíra-militar;Vulnerável (VU);VU;Caatinga;Extracao Direta:Caça/Pesca;Sim;Sim;Não;2;Sim;CE
Fauna;Aves;Thraupidae;Tangara fastuosa;Pintor-verdadeiro;Vulnerável (VU);VU;"Caatinga; Mata Atlântica";"Agropecuária; Extracao Direta:Caça/Pesca; Extracao Florestal; Outras Atividades Econômicas:Transporte; Queimadas";Sim;Sim;Não;3;Sim;"AL; PB; PE; RN"
Fauna;Aves;Thraupidae;Tangara peruviana;Saíra-sapucaia;Vulnerável (VU);VU;"Cerrado; Mata Atlântica";"Assentamento Humano:cidades; Extracao Direta:Caça/Pesca; Queimadas";Sim;Sim;Não;3;Sim;"BA; ES; MG; PR; RJ; RS; SC; SP"
Fauna;Aves;Thraupidae;Tangara velia signata;Saíra-diamante;Vulnerável (VU);VU;Amazônia;Agropecuária;Não;Sim;Não;2;Sim;PA
Fauna;Aves;Tinamidae;Taoniscus nanus;Inhambu-carapé;Em Perigo (EN);EN;Cerrado;"Agropecuária; Assentamento Humano:cidades; Queimadas";Sim;Sim;Não;4;Não;"BA; DF; GO; MG; MS; MT; PR; SP; TO"
Fauna;Mamíferos;Tapiriidae;Tapirus terrestris;Anta;Vulnerável (VU);VU;"Amazônia; Cerrado; Mata Atlântica; Pantanal";"Agropecuária; Extracao Direta:Caça/Pesca; Extracao Florestal";Sim;Não;Não;4;Não;"AC; AL; AM; AP; BA; CE; DF; ES; GO; MA; MG; MS; MT; PA; PB; PE; PI; PR; RJ; RN; RO; RR; RS; SC; SE; SP; TO"
Fauna;Peixes Continentais;Heptapteridae;Taunayia bifasciata;Bagrinho-listrado ;Vulnerável (VU);VU;Mata Atlântica;"Assentamento Humano:cidades; Outras Atividades Econômicas:Energia; Poluição";Sim;Sim;Não;2;Sim;SP
Fauna;Mamíferos;Tayassuidae;Tayassu pecari;Queixada;Vulnerável (VU);VU;"Amazônia; Caatinga; Cerrado; Mata Atlântica; Pampa; Pantanal";"Agropecuária; Extracao Direta:Caça/Pesca; Extracao Florestal; Mudanca Na Dinamica Das Especies Nativas: Patogenias/Parasitas; Outras Atividades Econômicas:Energia; Outras Atividades Econômicas:Transporte; Queimadas";Sim;Não;Não;4;Não;"AC; AL; AM; AP; BA; CE; DF; ES; GO; MA; MG; MS; MT; PA; PB; PE; PI; PR; RJ; RN; RO; RR; RS; SC; SE; SP; TO"
Fauna;Peixes Continentais;Cichlidae;Teleocichla centisquama;Desconhecido;Em Perigo (EN);EN;Amazônia;"Agropecuária; Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Energia";Sim;Sim;Sim;2;Sim;PA
Fauna;Peixes Continentais;Cichlidae;Teleocichla cinderella;Joaninha-da-pedra;Em Perigo (EN);EN;"Amazônia; Cerrado";"Assentamento Humano:cidades; Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Energia; Poluição";Não;Sim;Sim;1;Sim;"PA; TO"
Fauna;Peixes Continentais;Cichlidae;Teleocichla prionogenys;Joaninha-da-pedra;Vulnerável (VU);VU;Amazônia;"Extracao Direta:Caça/Pesca; Mineracao; Outras Atividades Econômicas:Energia";Não;Sim;Sim;2;Sim;PA
Fauna;Peixes Continentais;Cichlidae;Teleocichla wajapi;Joaninha-da-pedra;Em Perigo (EN);EN;Amazônia;Outras Atividades Econômicas:Energia;Sim;Sim;Sim;2;Sim;"AP; PA"
Fauna;Peixes Continentais;Apteronotidae;Tembeassu marauna;Ituí-maraúna;Criticamente em Perigo (CR)/Possivelmente Extinto (PEX);CR/PEX;Mata Atlântica;Outras Atividades Econômicas:Energia;Não;Sim;Não;1;Sim;"MS; SP"
Fauna;Aves;Thamnophilidae;Terenura sicki;Zidedê-do-nordeste;Criticamente em Perigo (CR);CR;Mata Atlântica;"Agropecuária; Extracao Florestal";Sim;Sim;Não;2;Sim;"AL; PB; PE"
Fauna;Aves;Diomedeidae;Thalassarche chlororhynchos;Albatroz-de-nariz-amarelo;Em Perigo (EN);EN;Marinho;"Extracao Direta:Caça/Pesca; Poluição";Sim;Sim;Sim;3;Não;"AL; BA; ES; MA; PE; PR; RJ; RS; SC; SE; SP"
Fauna;Aves;Sternidae;Thalasseus maximus;Trinta-réis-real;Em Perigo (EN);EN;Marinho;"Assentamento Humano:cidades; Mudanca Na Dinamica Das Especies Nativas";Sim;Sim;Não;2;Não;"AP; BA; ES; MA; PA; PR; RJ; RS; SC; SE; SP"
Fauna;Mamíferos;Cricetidae;Thalpomys cerradensis;Rato-do-chão;Vulnerável (VU);VU;Cerrado;Agropecuária;Sim;Não;Não;2;Sim;"BA; DF; GO; MG; MT; TO"
Fauna;Mamíferos;Cricetidae;Thalpomys lasiotis;Rato-do-chão;Em Perigo (EN);EN;Cerrado;"Agropecuária; Desastres Naturais";Sim;Não;Não;3;Sim;"BA; DF; GO; MG; MT; RO"
Fauna;Aves;Trochilidae;Thalurania watertonii;Beija-flor-de-costas-violetas;Em Perigo (EN);EN;Mata Atlântica;"Agropecuária; Queimadas";Sim;Sim;Não;3;Sim;"AL; PB; PE; SE"
Fauna;Aves;Thamnophilidae;Thamnomanes caesius caesius;Ipecuá;Vulnerável (VU);VU;Mata Atlântica;Agropecuária;Sim;Sim;Não;3;Sim;"AL; BA; ES; MG; PE; RJ; SE"
Fauna;Aves;Thamnophilidae;Thamnophilus aethiops distans;Choca-lisa;Em Perigo (EN);EN;Mata Atlântica;Agropecuária;Sim;Sim;Não;2;Sim;"AL; PB; PE"
Fauna;Aves;Thamnophilidae;Thamnophilus caerulescens cearensis;Choca-da-mata;Vulnerável (VU);VU;Caatinga;"Agropecuária; Assentamento Humano:cidades";Sim;Sim;Não;2;Sim;CE
Fauna;Aves;Thamnophilidae;Thamnophilus caerulescens pernambucensis;Choca-da-mata;Vulnerável (VU);VU;Mata Atlântica;Agropecuária;Sim;Sim;Não;2;Sim;"AL; PB; PE"
Fauna;Aves;Thamnophilidae;Thamnophilus nigrocinereus tschudii;Choca-preta-e-cinza;Em Perigo (EN);EN;Amazônia;Outras Atividades Econômicas:Energia;Não;Sim;Não;2;Sim;AM
Fauna;Invertebrados Terrestres;Bulimulidae;Thaumastus lundi;Desconhecido;Criticamente em Perigo (CR);CR;Cerrado;"Especies Exoticas; Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Turismo";Sim;Não;Não;1;Sim;MG
Fauna;Anfíbios;Cycloramphidae;Thoropa petropolitana;Desconhecido;Em Perigo (EN);EN;Mata Atlântica;Ameaca Desconhecida;Sim;Sim;Não;4;Sim;"ES; MG; RJ"
Fauna;Anfíbios;Cycloramphidae;Thoropa saxatilis;Desconhecido;Vulnerável (VU);VU;Mata Atlântica;"Outras Atividades Econômicas:Transporte; Outras Atividades Econômicas:Turismo; Poluição";Sim;Sim;Não;2;Sim;"RS; SC"
Fauna;Aves;Furnariidae;Thripophaga macroura;Rabo-amarelo;Vulnerável (VU);VU;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades";Sim;Não;Não;3;Sim;"BA; ES; MG; RJ"
Fauna;Peixes Marinhos;Scombridae;Thunnus thynnus;Atum-azul;Criticamente em Perigo (CR);CR;Marinho;Extracao Direta:Caça/Pesca;Sim;Não;Não;2;Não;"AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP"
Fauna;Mamíferos;Didelphidae;Thylamys macrurus;Catita;Em Perigo (EN);EN;"Cerrado; Pantanal";Agropecuária;Sim;Não;Não;2;Não;MS
Fauna;Mamíferos;Didelphidae;Thylamys velutinus;Catita;Vulnerável (VU);VU;Cerrado;"Agropecuária; Assentamento Humano:cidades";Sim;Não;Não;2;Sim;"BA; DF; GO; MG; MS; MT; PR; SP"
Fauna;Aves;Ardeidae;Tigrisoma fasciatum;Socó-boi-escuro;Vulnerável (VU);VU;"Amazônia; Cerrado; Mata Atlântica; Pantanal";"Agropecuária; Outras Atividades Econômicas:Energia; Outras Atividades Econômicas:Turismo; Poluição";Sim;Sim;Não;3;Não;"AM; AP; DF; GO; MG; MS; MT; PA; PR; RJ; RS; SC; SP; TO"
Fauna;Aves;Cotingidae;Tijuca condita;Saudade-de-asa-cinza;Vulnerável (VU);VU;Mata Atlântica;"Outras Atividades Econômicas:Turismo; Queimadas";Sim;Sim;Não;3;Sim;RJ
Fauna;Aves;Tinamidae;Tinamus tao;Azulona;Vulnerável (VU);VU;"Amazônia; Cerrado";Queimadas;Sim;Sim;Não;4;Não;"AC; AM; MA; MT; PA; RO; TO"
Fauna;Invertebrados Terrestres;Nymphalidae;Tithorea harmonia caissara;Borboleta;Vulnerável (VU);VU;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades; Mudanca Na Dinamica Das Especies Nativas; Outras Atividades Econômicas:Industrias; Poluição; Queimadas";Sim;Sim;Não;3;Sim;"ES; MG; RJ; SP"
Fauna;Invertebrados Terrestres;Theraphosidae;Tmesiphantes hypogeus;Aranha-caranguejeira;Criticamente em Perigo (CR);CR;"Caatinga; Cerrado";Mineracao;Sim;Não;Não;2;Sim;BA
Fauna;Mamíferos;Dasypodidae;Tolypeutes tricinctus;Tatu-bola ;Em Perigo (EN);EN;"Caatinga; Cerrado";"Agropecuária; Assentamento Humano:rurais; Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Energia";Sim;Sim;Não;3;Sim;"AL; BA; CE; GO; MA; MG; PB; PE; PI; RN; SE; TO"
Fauna;Invertebrados Terrestres;Bulimulidae;Tomigerus (Digerus) gibberulus;Caracol;Em Perigo (EN);EN;Mata Atlântica;"Agropecuária; Poluição; Queimadas";Sim;Não;Não;1;Sim;"AL; PE"
Fauna;Peixes Marinhos;Torpedinidae;Torpedo puelcha;Raia-elétrica;Vulnerável (VU);VU;Marinho;Extracao Direta:Caça/Pesca;Sim;Sim;Sim;2;Não;"PR; RJ; RS; SC; SP"
Fauna;Aves;Psittacidae;Touit melanonotus;Apuim-de-costas-pretas;Vulnerável (VU);VU;Mata Atlântica;"Agropecuária; Ameaca Desconhecida; Assentamento Humano:cidades";Sim;Sim;Não;4;Sim;"BA; ES; MG; PR; RJ; SC; SP"
Fauna;Aves;Psittacidae;Touit surdus;Apuim-de-cauda-amarela;Vulnerável (VU);VU;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades";Sim;Sim;Não;4;Sim;"AL; BA; ES; MG; PB; PE; PR; RJ; SE; SP"
Fauna;Invertebrados Terrestres;Formicidae;Trachymyrmex atlanticus;Formiga;Vulnerável (VU);VU;Mata Atlântica;"Assentamento Humano:cidades; Outras Atividades Econômicas:Turismo; Poluição";Sim;Não;Não;3;Sim;"BA; ES; RJ"
Fauna;Mamíferos;Trichechidae;Trichechus inunguis;Peixe-boi-da-amazônia;Vulnerável (VU);VU;Amazônia;"Desastres Naturais; Extracao Direta:Caça/Pesca; Mineracao; Outras Atividades Econômicas:Energia; Poluição";Sim;Sim;Não;5;Não;"AC; AM; MT; PA; RO; RR"
Fauna;Mamíferos;Trichechidae;Trichechus manatus;Peixe-boi-marinho;Em Perigo (EN);EN;Marinho;"Agropecuária Aquacultura; Assentamento Humano:cidades; Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Transporte; Poluição";Sim;Sim;Sim;4;Não;"AL; AP; CE; MA; PA; PB; PE; PI; RN"
Fauna;Peixes Continentais;Trichomycteridae;Trichogenes claviger;Desconhecido;Criticamente em Perigo (CR);CR;Mata Atlântica;Outras Atividades Econômicas:Transporte;Não;Sim;Não;1;Sim;ES
Fauna;Peixes Continentais;Trichomycteridae;Trichomycterus crassicaudatus;Candiru;Em Perigo (EN);EN;Mata Atlântica;Outras Atividades Econômicas:Energia;Não;Sim;Não;1;Sim;PR
Fauna;Peixes Continentais;Trichomycteridae;Trichomycterus dali;Bagrinho-cego-da-serra-da-bodoquena;Vulnerável (VU);VU;Cerrado;"Agropecuária; Mineracao";Sim;Não;Não;2;Sim;MS
Fauna;Peixes Continentais;Trichomycteridae;Trichomycterus igobi;Candiru;Em Perigo (EN);EN;Mata Atlântica;Outras Atividades Econômicas:Energia;Não;Sim;Não;1;Sim;PR
Fauna;Peixes Continentais;Trichomycteridae;Trichomycterus itacarambiensis;Desconhecido;Criticamente em Perigo (CR);CR;Cerrado;Desastres Naturais;Sim;Sim;Não;3;Sim;MG
Fauna;Peixes Continentais;Trichomycteridae;Trichomycterus mboycy;Candiru;Em Perigo (EN);EN;Mata Atlântica;Outras Atividades Econômicas:Energia;Não;Sim;Não;1;Sim;PR
Fauna;Peixes Continentais;Trichomycteridae;Trichomycterus novalimensis;Cambeva;Em Perigo (EN);EN;"Cerrado; Mata Atlântica";"Assentamento Humano:cidades; Mineracao; Poluição";Não;Sim;Não;1;Sim;MG
Fauna;Peixes Continentais;Trichomycteridae;Trichomycterus paolence;Cambeva-do-tietê;Em Perigo (EN);EN;"Cerrado; Mata Atlântica";"Assentamento Humano:cidades; Poluição";Sim;Sim;Não;2;Sim;SP
Fauna;Peixes Continentais;Trichomycteridae;Trichomycterus papilliferus;Candiru;Em Perigo (EN);EN;Mata Atlântica;Outras Atividades Econômicas:Energia;Não;Sim;Não;1;Sim;PR
Fauna;Peixes Continentais;Trichomycteridae;Trichomycterus paquequerense;Desconhecido;Em Perigo (EN);EN;Mata Atlântica;"Assentamento Humano:cidades; Poluição";Não;Sim;Não;1;Sim;RJ
Fauna;Peixes Continentais;Trichomycteridae;Trichomycterus rubbioli;Desconhecido;Vulnerável (VU);VU;Cerrado;"Agropecuária; Mineracao";Não;Não;Não;1;Sim;BA
Fauna;Peixes Continentais;Trichomycteridae;Trichomycterus santaeritae;Desconhecido;Criticamente em Perigo (CR);CR;Mata Atlântica;Ameaca Desconhecida;Não;Sim;Não;1;Sim;MG
Fauna;Peixes Continentais;Trichomycteridae;Trichomycterus triguttatus;Desconhecido;Criticamente em Perigo (CR);CR;Mata Atlântica;Assentamento Humano:cidades;Não;Sim;Não;1;Sim;SP
Fauna;Peixes Continentais;Trichomycteridae;Trichomycterus tropeiro;Cambeva;Criticamente em Perigo (CR);CR;"Mata Atlântica; Pampa";"Agropecuária; Especies Exoticas";Não;Sim;Não;1;Sim;RS
Fauna;Peixes Continentais;Rivulidae;Trigonectes strigabundus;Desconhecido;Em Perigo (EN);EN;Cerrado;"Assentamento Humano:cidades; Mineracao; Poluição";Não;Não;Não;1;Sim;TO
Fauna;Mamíferos;Echimyidae;Trinomys eliasi;Rato-do-espinho;Vulnerável (VU);VU;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades; Mineracao; Outras Atividades Econômicas:Energia";Sim;Sim;Não;2;Sim;RJ
Fauna;Mamíferos;Echimyidae;Trinomys mirapitanga;Rato-do-espinho;Em Perigo (EN);EN;Mata Atlântica;Agropecuária;Sim;Não;Não;2;Sim;BA
Fauna;Mamíferos;Echimyidae;Trinomys moojeni;Rato-do-espinho;Em Perigo (EN);EN;"Cerrado; Mata Atlântica";Queimadas;Sim;Sim;Não;2;Sim;MG
Fauna;Mamíferos;Echimyidae;Trinomys yonenagae;Rato-do-espinho;Em Perigo (EN);EN;"Caatinga; Cerrado";"Extracao Florestal; Mineracao; Outras Atividades Econômicas:Turismo";Sim;Não;Não;3;Sim;BA
Fauna;Invertebrados Terrestres;Paronellidae;Troglobius brasiliensis;Colêmbolo;Criticamente em Perigo (CR);CR;Mata Atlântica;"Outras Atividades Econômicas:Turismo; Poluição; Queimadas";Não;Não;Não;1;Sim;PA
Fauna;Invertebrados Terrestres;Paronellidae;Troglobius ferroicus;Colêmbolo;Criticamente em Perigo (CR);CR;Mata Atlântica;Mineracao;Sim;Não;Não;2;Sim;MG
Fauna;Invertebrados Terrestres;Buthidae;Troglorhopalurus translucidus;Escorpião;Em Perigo (EN);EN;"Caatinga; Cerrado";Mineracao;Sim;Não;Não;3;Sim;BA
Fauna;Invertebrados Terrestres;Paronellidae;Trogolaphysa aelleni;Colêmbolo;Vulnerável (VU);VU;Mata Atlântica;"Outras Atividades Econômicas:Turismo; Poluição; Queimadas";Sim;Não;Não;2;Sim;SP
Fauna;Invertebrados Terrestres;Paronellidae;Trogolaphysa hauseri;Colêmbolo;Vulnerável (VU);VU;Mata Atlântica;"Outras Atividades Econômicas:Turismo; Poluição; Queimadas";Sim;Não;Não;2;Sim;SP
Fauna;Aves;Trogonidae;Trogon collaris eytoni;Surucuá-de-coleira;Em Perigo (EN);EN;Mata Atlântica;Agropecuária;Sim;Sim;Não;3;Sim;"AL; BA; ES"
Fauna;Répteis;Tropidophiidae;Tropidophis grapiuna;Desconhecido;Vulnerável (VU);VU;Mata Atlântica;"Agropecuária; Outras Atividades Econômicas:Transporte";Sim;Sim;Não;2;Sim;BA
Fauna;Répteis;Tropiduridae;Tropidurus erythrocephalus;Calango;Vulnerável (VU);VU;Caatinga;"Agropecuária; Assentamento Humano:cidades; Mudanca Na Dinamica Das Especies Nativas; Outras Atividades Econômicas:Energia; Queimadas";Sim;Não;Não;1;Sim;BA
Fauna;Répteis;Tropiduridae;Tropidurus hygomi;Calango;Vulnerável (VU);VU;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades; Outras Atividades Econômicas:Turismo; Poluição; Queimadas";Sim;Sim;Não;2;Sim;"BA; SE"
Fauna;Répteis;Tropiduridae;Tropidurus imbituba;Desconhecido;Criticamente em Perigo (CR);CR;Mata Atlântica;"Outras Atividades Econômicas:Transporte; Outras Atividades Econômicas:Turismo";Sim;Não;Não;1;Sim;SC
Fauna;Répteis;Tropiduridae;Tropidurus psammonastes;Calango;Em Perigo (EN);EN;Caatinga;Mineracao;Sim;Não;Não;3;Sim;BA
Fauna;Invertebrados Terrestres;Hesperiidae;Turmada camposa;Borboleta;Em Perigo (EN);EN;Mata Atlântica;Assentamento Humano:cidades;Sim;Sim;Não;2;Sim;"ES; RJ"
Fauna;Invertebrados Terrestres;Theraphosidae;Typhochlaena curumim;Aranha-caranguejeira;Criticamente em Perigo (CR);CR;Caatinga;"Agropecuária; Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Transporte";Sim;Não;Não;1;Sim;PB
Fauna;Invertebrados Terrestres;Theraphosidae;Typhochlaena seladonia;Aranha-caranguejeira;Em Perigo (EN);EN;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades; Extracao Direta:Caça/Pesca";Sim;Não;Não;2;Sim;"BA; SE"
Fauna;Aves;Accipitridae;Urubitinga coronata;Águia-cinzenta;Em Perigo (EN);EN;"Amazônia; Caatinga; Cerrado; Mata Atlântica; Pantanal";"Agropecuária; Extracao Direta:Caça/Pesca; Queimadas";Sim;Sim;Não;5;Não;"BA; DF; ES; GO; MA; MG; MS; MT; PA; PE; PI; PR; RJ; RO; RS; SC; SP; TO"
Fauna;Aves;Vireonidae;Vireo gracilirostris;Juruviara-de-noronha;Vulnerável (VU);VU;Ilha oceânica;"Assentamento Humano:cidades; Especies Exoticas; Extracao Direta:Caça/Pesca";Sim;Sim;Não;2;Sim;PE
Fauna;Invertebrados Terrestres;Riodinidae;Voltinia sanarita;Borboleta;Em Perigo (EN);EN;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades";Sim;Sim;Não;3;Sim;"MG; RJ; SP"
Fauna;Mamíferos;Cricetidae;Wilfredomys oenax;Rato-do-mato;Em Perigo (EN);EN;"Mata Atlântica; Pampa";"Agropecuária; Assentamento Humano:cidades; Outras Atividades Econômicas:Energia";Sim;Sim;Não;2;Não;"PR; RS"
Fauna;Invertebrados Aquáticos;Spengelidae;Willeya loya;Desconhecido;Criticamente em Perigo (CR);CR;Marinho;"Mineracao; Outras Atividades Econômicas:Transporte; Poluição";Não;Não;Não;1;Sim;SP
Fauna;Aves;Icteridae;Xanthopsar flavus;Veste-amarela;Vulnerável (VU);VU;"Mata Atlântica; Pampa";"Agropecuária; Assentamento Humano:cidades; Especies Exoticas; Mudanca Na Dinamica Das Especies Nativas; Outras Atividades Econômicas: Barrages Abastecimento/Drenagem; Poluição; Queimadas";Sim;Sim;Não;4;Não;"RS; SC"
Fauna;Anfíbios;Hylidae;Xenohyla truncata;Perereca-frugívora;Em Perigo (EN);EN;Mata Atlântica;Assentamento Humano:cidades;Sim;Sim;Não;3;Sim;"RJ; SP"
Fauna;Aves;Xenopidae;Xenops minutus alagoanus;Bico-virado-miúdo;Vulnerável (VU);VU;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades";Sim;Sim;Não;2;Sim;"AL; PB; PE; RN; SE"
Fauna;Peixes Continentais;Rivulidae;Xenurolebias izecksohni;Peixe-anual;Em Perigo (EN);EN;Mata Atlântica;Agropecuária;Não;Sim;Não;1;Sim;ES
Fauna;Peixes Continentais;Rivulidae;Xenurolebias myersi;Peixe-anual;Em Perigo (EN);EN;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades";Não;Sim;Não;1;Sim;"BA; ES"
Fauna;Mamíferos;Phyllostomidae;Xeronycteris vieirai;Morcego;Vulnerável (VU);VU;Caatinga;Agropecuária;Sim;Não;Não;2;Sim;"BA; MG; PB; PE; SE"
Fauna;Aves;Dendrocolaptidae;Xiphocolaptes carajaensis;Arapaçu-do-carajás;Vulnerável (VU);VU;Amazônia;Agropecuária;Sim;Não;Não;3;Sim;PA
Fauna;Aves;Dendrocolaptidae;Xiphocolaptes falcirostris;Arapaçu-do-nordeste;Vulnerável (VU);VU;"Caatinga; Cerrado";"Agropecuária; Assentamento Humano:cidades; Assentamento Humano:rurais; Extracao Florestal; Mineracao; Outras Atividades Econômicas:Energia; Outras Atividades Econômicas:Transporte";Sim;Não;Não;3;Sim;"BA; CE; MA; MG; PB; PE; PI; RN"
Fauna;Aves;Cotingidae;Xipholena atropurpurea;Anambé-de-asa-branca;Vulnerável (VU);VU;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades; Extracao Florestal; Queimadas";Sim;Não;Não;4;Sim;"AL; BA; ES; PB; PE; RJ; SE"
Fauna;Aves;Dendrocolaptidae;Xiphorhynchus atlanticus;Arapaçu-rajado-do-nordeste;Vulnerável (VU);VU;"Caatinga; Mata Atlântica";Agropecuária;Sim;Não;Não;3;Sim;"AL; CE; PB; PE"
Fauna;Aves;Dendrocolaptidae;Xiphorhynchus guttatus gracilirostris;Arapaçu-de-garganta-amarela;Em Perigo (EN);EN;Caatinga;Agropecuária;Sim;Não;Não;2;Sim;CE
Fauna;Aves;Tyrannidae;Xolmis dominicanus;Noivinha-de-rabo-preto;Vulnerável (VU);VU;"Mata Atlântica; Pampa";"Agropecuária; Mudanca Na Dinamica Das Especies Nativas; Poluição; Queimadas";Sim;Sim;Não;3;Não;"PR; RS; SC"
