Fauna/Flora;Grupo;Família;Espécie (Simplificado);Nome Comum;Categoria de Ameaça;Sigla Categoria de Ameaça;Bioma;Principais Ameaças;Presença em Áreas Protegidas;Plano de Ação Nacional para Conservação (PAN);Ordenamento Pesqueiro ;Nível de Proteção na Estratégia Nacional;Espécie exclusiva do Brasil;Estados de Ocorrência
Fauna;Aves;Thraupidae;Coryphaspiza melanotis;Tico-tico-de-máscara-negra;Em Perigo (EN);EN;"Amazônia; Cerrado; Pantanal";"Agropecuária; Especies Exoticas; Outras Atividades Econômicas:Energia; Queimadas";Sim;Sim;Não;4;Não;"AM; BA; DF; GO; MG; MS; MT; PA; PR; RO; SP"
Fauna;Aves;Furnariidae;Coryphistera alaudina;Corredor-crestudo;Criticamente em Perigo (CR);CR;Pampa;"Agropecuária; Extracao Florestal";Sim;Sim;Não;2;Não;RS
Fauna;Invertebrados Aquáticos;Asteriidae;Coscinasterias tenuispina;Estrela-do-mar;Vulnerável (VU);VU;Marinho;"Outras Atividades Econômicas:Turismo; Poluição";Sim;Sim;Não;2;Não;"AL; AP; BA; CE; ES; MA; PB; PE; PI; PR; RJ; RN; SC; SE; SP"
Fauna;Aves;Cotingidae;Cotinga maculata;Crejoá;Criticamente em Perigo (CR);CR;Mata Atlântica;"Extracao Direta:Caça/Pesca; Extracao Florestal; Queimadas";Sim;Sim;Não;4;Sim;"BA; ES; MG; RJ"
Fauna;Aves;Furnariidae;Cranioleuca muelleri;João-escamoso;Vulnerável (VU);VU;Amazônia;"Agropecuária; Extracao Florestal";Sim;Não;Não;2;Sim;"AM; AP; PA"
Fauna;Aves;Cracidae;Crax blumenbachii;Mutum-de-bico-vermelho;Criticamente em Perigo (CR);CR;"Cerrado; Mata Atlântica";"Especies Exoticas; Extracao Direta:Caça/Pesca; Extracao Florestal; Queimadas";Sim;Não;Não;4;Sim;"BA; ES; MG; RJ"
Fauna;Aves;Cracidae;Crax fasciolata pinima;Mutum-pinima;Criticamente em Perigo (CR);CR;Amazônia;"Agropecuária; Extracao Direta:Caça/Pesca";Sim;Não;Não;3;Sim;"MA; PA"
Fauna;Aves;Cracidae;Crax globulosa;Mutum-de-fava;Em Perigo (EN);EN;Amazônia;"Agropecuária; Extracao Direta:Caça/Pesca; Extracao Florestal";Sim;Não;Não;3;Não;"AM; RO"
Fauna;Peixes Continentais;Characidae;Creagrutus varii;Lambari ;Vulnerável (VU);VU;Cerrado;Outras Atividades Econômicas:Energia;Não;Sim;Não;1;Sim;"GO; MG"
Fauna;Peixes Continentais;Cichlidae;Crenicichla cyclostoma;Desconhecido;Criticamente em Perigo (CR);CR;"Amazônia; Cerrado";Outras Atividades Econômicas:Energia;Não;Sim;Sim;1;Sim;"PA; TO"
Fauna;Peixes Continentais;Cichlidae;Crenicichla empheres;Joana;Vulnerável (VU);VU;Mata Atlântica;Outras Atividades Econômicas:Energia;Não;Sim;Sim;1;Sim;"RS; SC"
Fauna;Peixes Continentais;Cichlidae;Crenicichla hadrostigma;Joana;Vulnerável (VU);VU;Mata Atlântica;Outras Atividades Econômicas:Energia;Não;Sim;Sim;1;Não;"RS; SC"
Fauna;Peixes Continentais;Cichlidae;Crenicichla heckeli;Desconhecido;Vulnerável (VU);VU;Amazônia;Outras Atividades Econômicas:Energia;Não;Sim;Sim;1;Sim;PA
Fauna;Peixes Continentais;Cichlidae;Crenicichla jegui;Jacundá;Em Perigo (EN);EN;"Amazônia; Cerrado";Outras Atividades Econômicas:Energia;Não;Sim;Sim;1;Sim;"GO; MT; PA; TO"
Fauna;Peixes Continentais;Cichlidae;Crenicichla jupiaensis;Joaninha;Em Perigo (EN);EN;"Cerrado; Mata Atlântica";Outras Atividades Econômicas:Energia;Não;Sim;Sim;1;Não;"MS; PR; SP"
Fauna;Peixes Continentais;Cichlidae;Crenicichla urosema;Sabãozinho;Em Perigo (EN);EN;Amazônia;"Mineracao; Outras Atividades Econômicas:Energia";Sim;Sim;Sim;2;Sim;PA
Fauna;Anfíbios;Hylodidae;Crossodactylus dantei;Desconhecido;Em Perigo (EN);EN;Mata Atlântica;"Agropecuária; Assentamento Humano:rurais; Extracao Florestal";Sim;Sim;Não;2;Sim;AL
Fauna;Anfíbios;Hylodidae;Crossodactylus lutzorum;Desconhecido;Criticamente em Perigo (CR);CR;Mata Atlântica;"Agropecuária; Assentamento Humano:rurais; Extracao Florestal";Sim;Sim;Não;2;Sim;BA
Fauna;Invertebrados Terrestres;Cryptopidae;Cryptops (Cryptops) spelaeoraptor;Lacraia, centopeia;Vulnerável (VU);VU;Caatinga;Agropecuária;Não;Não;Não;1;Sim;BA
Fauna;Invertebrados Terrestres;Cryptopidae;Cryptops (Trigonocryptops) iporangensis;Lacraia, centopeia;Em Perigo (EN);EN;Mata Atlântica;Outras Atividades Econômicas:Turismo;Não;Não;Não;1;Sim;SP
Fauna;Aves;Tinamidae;Crypturellus noctivagus noctivagus;Jaó-do-sul;Vulnerável (VU);VU;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades; Extracao Direta:Caça/Pesca";Sim;Sim;Não;3;Sim;"BA; ES; MG; PR; RJ; RS; SC; SP"
Fauna;Aves;Tinamidae;Crypturellus noctivagus zabele;Zabelê ;Vulnerável (VU);VU;"Caatinga; Cerrado";"Agropecuária; Extracao Direta:Caça/Pesca; Queimadas";Sim;Sim;Não;3;Sim;" BA; MG;  PE; PI"
Fauna;Mamíferos;Ctenomyidae;Ctenomys bicolor;Tuco-tuco;Em Perigo (EN);EN;Amazônia;Agropecuária;Sim;Não;Não;2;Sim;RO
Fauna;Mamíferos;Ctenomyidae;Ctenomys flamarioni;Tuco-tuco;Em Perigo (EN);EN;Pampa;"Assentamento Humano:cidades; Especies Exoticas; Extracao Direta:Caça/Pesca; Mineracao";Sim;Sim;Não;2;Sim;RS
Fauna;Mamíferos;Ctenomyidae;Ctenomys lami;Tuco-tuco;Em Perigo (EN);EN;Pampa;"Agropecuária; Assentamento Humano:cidades; Mudanca Na Dinamica Das Especies Nativas";Sim;Não;Não;2;Sim;RS
Fauna;Mamíferos;Ctenomyidae;Ctenomys minutus;Tuco-tuco;Vulnerável (VU);VU;Pampa;"Assentamento Humano:cidades; Desastres Naturais; Especies Exoticas; Extracao Direta:Caça/Pesca; Mineracao";Sim;Sim;Não;2;Sim;"RS; SC"
Fauna;Invertebrados Terrestres;Pieridae;Cunizza hirlanda fulvinota;Borboleta;Vulnerável (VU);VU;Mata Atlântica;Agropecuária;Não;Não;Não;0;Não;RJ
Fauna;Invertebrados Terrestres;Pieridae;Cunizza hirlanda planasia;Borboleta;Vulnerável (VU);VU;Cerrado;Agropecuária;Sim;Não;Não;3;Sim;DF
Fauna;Aves;Icteridae;Curaeus forbesi;Anumará;Vulnerável (VU);VU;"Cerrado; Mata Atlântica";"Extracao Direta:Caça/Pesca; Mudanca Na Dinamica Das Especies Nativas; Poluição";Sim;Sim;Não;2;Sim;"AL; MG; PB; PE; RN"
Fauna;Aves;Corvidae;Cyanocorax hafferi;Cancão-da-campina;Vulnerável (VU);VU;Amazônia;"Agropecuária; Mineracao; Outras Atividades Econômicas:Energia; Outras Atividades Econômicas:Transporte; Queimadas";Sim;Sim;Não;3;Sim;"AM; RO"
Fauna;Aves;Psittacidae;Cyanopsitta spixii;Ararinha-azul;Criticamente em Perigo (CR)/Possivelmente Extinto na Natureza (PEW);CR/PEW;Caatinga;"Agropecuária; Extracao Direta:Caça/Pesca; Queimadas";Não;Sim;Não;2;Sim;"BA; PE"
Fauna;Anfíbios;Cycloramphidae;Cycloramphus diringshofeni;Desconhecido;Criticamente em Perigo (CR);CR;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades";Não;Sim;Não;1;Sim;SC
Fauna;Anfíbios;Cycloramphidae;Cycloramphus faustoi;Desconhecido;Criticamente em Perigo (CR);CR;Mata Atlântica;Queimadas;Sim;Sim;Não;4;Sim;SP
Fauna;Anfíbios;Cycloramphidae;Cycloramphus ohausi;Desconhecido;Em Perigo (EN);EN;Mata Atlântica;Ameaca Desconhecida;Sim;Sim;Não;4;Sim;RJ
Fauna;Peixes Continentais;Rivulidae;Cynolebias griseus;Peixe-da-chuva;Criticamente em Perigo (CR);CR;Cerrado;Outras Atividades Econômicas:Transporte;Sim;Sim;Não;2;Sim;GO
Fauna;Peixes Continentais;Rivulidae;Cynolebias leptocephalus;Desconhecido;Criticamente em Perigo (CR);CR;"Caatinga; Cerrado";"Agropecuária; Extracao Direta:Caça/Pesca; Poluição";Não;Não;Não;1;Sim;BA
Fauna;Peixes Continentais;Rivulidae;Cynopoecilus fulgens;Peixe-anual;Vulnerável (VU);VU;Pampa;Agropecuária;Não;Não;Não;1;Sim;RS
Fauna;Peixes Continentais;Rivulidae;Cynopoecilus intimus;Peixe-anual;Vulnerável (VU);VU;Pampa;"Agropecuária; Mineracao";Não;Não;Não;1;Sim;RS
Fauna;Peixes Continentais;Rivulidae;Cynopoecilus multipapillatus;Peixe-anual;Vulnerável (VU);VU;Pampa;Assentamento Humano:cidades;Não;Não;Não;1;Sim;RS
Fauna;Répteis;Dactyloidae;Dactyloa nasofrontalis;Papa-vento, Calanguinho;Vulnerável (VU);VU;Mata Atlântica;Agropecuária;Não;Sim;Não;2;Sim;ES
Fauna;Répteis;Dactyloidae;Dactyloa pseudotigrina;Papa-vento, Calanguinho;Vulnerável (VU);VU;Mata Atlântica;Agropecuária;Sim;Sim;Não;2;Sim;ES
Fauna;Peixes Marinhos;Dasyatidae;Dasyatis centroura;Raia-prego-de-cauda-áspera;Criticamente em Perigo (CR);CR;Marinho;Extracao Direta:Caça/Pesca;Sim;Sim;Sim;2;Não;"AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP"
Fauna;Peixes Marinhos;Dasyatidae;Dasyatis colarensis;Raia;Vulnerável (VU);VU;Marinho;Extracao Direta:Caça/Pesca;Não;Sim;Não;2;Sim;PA
Fauna;Invertebrados Terrestres;Nymphalidae;Dasyophthalma geraensis;Borboleta;Criticamente em Perigo (CR);CR;Mata Atlântica;"Assentamento Humano:cidades; Outras Atividades Econômicas:Turismo";Sim;Sim;Não;2;Sim;"MG; RJ; SP"
Fauna;Invertebrados Terrestres;Nymphalidae;Dasyophthalma rusina delanira;Borboleta;Criticamente em Perigo (CR);CR;Mata Atlântica;Assentamento Humano:cidades;Sim;Sim;Não;2;Sim;RJ
Fauna;Invertebrados Terrestres;Nymphalidae;Dasyophthalma vertebralis;Borboleta;Criticamente em Perigo (CR)/Possivelmente Extinto (PEX);CR/PEX;Mata Atlântica;Agropecuária;Não;Sim;Não;1;Sim;Informação não disponível
Fauna;Peixes Continentais;Loricariidae;Delturus parahybae;Cascudo;Criticamente em Perigo (CR);CR;Mata Atlântica;"Outras Atividades Econômicas:Energia; Poluição";Não;Sim;Não;1;Sim; RJ
Fauna;Aves;Dendrocolaptidae;Dendrexetastes rufigula paraensis;Arapaçu-canela-de-belém;Em Perigo (EN);EN;Amazônia;Agropecuária;Não;Não;Não;0;Sim;"MA; PA"
Fauna;Aves;Dendrocolaptidae;Dendrocincla merula badia;Arapaçu-da-taoca;Vulnerável (VU);VU;Amazônia;Extracao Florestal;Sim;Não;Não;2;Sim;"MA; PA"
Fauna;Aves;Dendrocolaptidae;Dendrocincla taunayi;Arapaçu-pardo-do-nordeste;Em Perigo (EN);EN;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades";Sim;Não;Não;1;Sim;"AL; PE"
Fauna;Aves;Dendrocolaptidae;Dendrocolaptes medius;Arapaçu-barrado-do-leste;Vulnerável (VU);VU;"Amazônia; Cerrado; Mata Atlântica";Agropecuária;Sim;Não;Não;2;Sim;"AL; MA; PA; PE"
Fauna;Aves;Dendrocolaptidae;Dendrocolaptes picumnus transfasciatus;Arapaçu-meio-barrado;Vulnerável (VU);VU;Amazônia;"Agropecuária; Outras Atividades Econômicas:Transporte";Sim;Não;Não;3;Sim;"MT; MS; PA; TO"
Fauna;Aves;Dendrocolaptidae;Dendrocolaptes retentus;Arapaçu-barrado-do-xingu;Vulnerável (VU);VU;Amazônia;Agropecuária;Sim;Não;Não;3;Sim;" PA; TO"
Fauna;Répteis;Dermochelydae;Dermochelys coriacea;Tartaruga-de-couro;Criticamente em Perigo (CR);CR;Marinho;"Assentamento Humano:cidades; Extracao Direta:Caça/Pesca; Mineracao; Outras Atividades Econômicas:Transporte; Outras Atividades Econômicas:Turismo; Poluição";Sim;Sim;Sim;4;Não;"AL; AP; BA; CE;  ES; MA; PA;  PB; PI; PE;  RJ; RN ;  SE"
Fauna;Invertebrados Terrestres;Formicidae;Diaphoromyrma sofiae;Formiga;Em Perigo (EN);EN;Mata Atlântica;Agropecuária;Sim;Não;Não;1;Sim;BA
Fauna;Peixes Continentais;Characidae;Diapoma pyrrhopteryx;Lambari;Em Perigo (EN);EN;Mata Atlântica;Outras Atividades Econômicas:Energia;Não;Sim;Não;1;Sim;"RS; SC"
Fauna;Invertebrados Terrestres;Scarabaeidae;Dichotomius eucranioides;Besouro rola-bosta;Em Perigo (EN);EN;"Cerrado; Mata Atlântica";Agropecuária;Não;Não;Não;0;Sim;MS
Fauna;Invertebrados Terrestres;Scarabaeidae;Dichotomius mysticus;Besouro rola-bosta;Em Perigo (EN);EN;Mata Atlântica;"Assentamento Humano:cidades; Outras Atividades Econômicas:Turismo";Sim;Não;Não;2;Sim;RN
Fauna;Invertebrados Terrestres;Scarabaeidae;Dichotomius schiffleri;Besouro rola-bosta;Em Perigo (EN);EN;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades; Extracao Florestal; Queimadas";Sim;Não;Não;2;Sim;"AL; BA; ES; PE; SE"
Fauna;Invertebrados Terrestres;Formicidae;Dinoponera lucida;Formiga;Em Perigo (EN);EN;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades";Sim;Não;Não;1;Sim;"BA; ES; MG"
Fauna;Aves;Diomedeidae;Diomedea dabbenena;Albatroz-de-tristão;Criticamente em Perigo (CR);CR;Marinho;"Especies Exoticas; Extracao Direta:Caça/Pesca";Sim;Sim;Sim;3;Não;"RS; SC; SP"
Fauna;Aves;Diomedeidae;Diomedea epomophora;Albatroz-real;Vulnerável (VU);VU;Marinho;"Extracao Direta:Caça/Pesca; Mudanca Na Dinamica Das Especies Nativas; Poluição";Sim;Sim;Sim;3;Não;"PR; RS; SC"
Fauna;Aves;Diomedeidae;Diomedea exulans;Albatroz-gigante;Criticamente em Perigo (CR);CR;Marinho;"Especies Exoticas; Extracao Direta:Caça/Pesca; Mudanca Na Dinamica Das Especies Nativas";Sim;Sim;Sim;3;Não;"RJ; RS; SC; SP"
Fauna;Aves;Diomedeidae;Diomedea sanfordi;Albatroz-real-do-norte;Em Perigo (EN);EN;Marinho;"Desastres Naturais; Mudanca Na Dinamica Das Especies Nativas";Sim;Sim;Sim;3;Não;"RS; SC"
Fauna;Invertebrados Aquáticos;Onuphidae;Diopatra cuprea;Desconhecido;Vulnerável (VU);VU;Marinho;"Assentamento Humano:cidades; Extracao Direta:Caça/Pesca; Mineracao; Outras Atividades Econômicas:Transporte; Poluição";Sim;Não;Não;2;Não;"AL; BA; ES; PB; PE; PR; RJ; RS; SC; SE; SP"
Fauna;Invertebrados Terrestres;Chelodesmidae;Dioplosternus salvatrix;Piolho-de-cobra;Vulnerável (VU);VU;"Amazônia; Cerrado; Pantanal";"Agropecuária; Outras Atividades Econômicas:Energia";Não;Não;Não;0;Sim;MT
Fauna;Invertebrados Aquáticos;Hyriidae;Diplodon (Rhipidodonta) koseritzi;Marisco-do-junco;Em Perigo (EN);EN;"Mata Atlântica; Pampa";"Especies Exoticas; Outras Atividades Econômicas: Barrages Abastecimento/Drenagem; Poluição";Sim;Não;Não;2;Sim;RS
Fauna;Invertebrados Terrestres;Saturniidae;Dirphia monticola;Mariposa;Vulnerável (VU);VU;Mata Atlântica;Queimadas;Sim;Sim;Não;3;Sim;"MG; RJ"
Fauna;Aves;Trochilidae;Discosura langsdorffi langsdorffi;Rabo-de-espinho;Em Perigo (EN);EN;Mata Atlântica;"Agropecuária; Extracao Florestal";Sim;Sim;Não;4;Sim;"BA; ES;  RJ"
Fauna;Répteis;Dipsadidae;Ditaxodon taeniatus;Parelheira-listrada-do-campo;Vulnerável (VU);VU;"Cerrado; Mata Atlântica";"Agropecuária; Queimadas";Sim;Sim;Não;4;Sim;"MS; PR; RS; SP"
Fauna;Invertebrados Terrestres;Nymphalidae;Doxocopa zalmunna;Borboleta;Criticamente em Perigo (CR)/Possivelmente Extinto (PEX);CR/PEX;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades";Não;Sim;Não;1;Sim;SP
Fauna;Invertebrados Terrestres;Hesperiidae;Drephalys miersi;Borboleta;Em Perigo (EN);EN;Mata Atlântica;Poluição;Não;Sim;Não;1;Sim;"PR; SC"
Fauna;Invertebrados Terrestres;Hesperiidae;Drephalys mourei;Borboleta;Criticamente em Perigo (CR);CR;Mata Atlântica;"Assentamento Humano:cidades; Poluição";Sim;Sim;Não;2;Sim;"RJ; SC"
Fauna;Invertebrados Terrestres;Drymusidae;Drymusa spelunca;Falsa-aranha-violino;Criticamente em Perigo (CR);CR;Amazônia;Mineracao;Sim;Não;Não;1;Sim;PA
Fauna;Aves;Picidae;Dryocopus galeatus;Pica-pau-de-cara-canela;Em Perigo (EN);EN;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades";Sim;Não;Não;3;Não;"ES; MG; MS; PR; RJ; RS; SC; SP"
Fauna;Aves;Thamnophilidae;Dysithamnus plumbeus;Choquinha-chumbo;Em Perigo (EN);EN;Mata Atlântica;Extracao Florestal;Sim;Sim;Não;3;Sim;"BA; ES; MG; RJ"
Fauna;Répteis;Dipsadidae;Echinanthera cephalomaculata;Desconhecido;Vulnerável (VU);VU;Mata Atlântica;Agropecuária;Sim;Sim;Não;2;Sim;AL
Fauna;Peixes Continentais;Sternopygidae;Eigenmannia vicentespelaea;Ituí;Vulnerável (VU);VU;Cerrado;"Agropecuária; Queimadas";Sim;Sim;Não;2;Sim;GO
Fauna;Peixes Marinhos;Gobiidae;Elacatinus figaro;Neon;Vulnerável (VU);VU;Marinho;"Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais; Outras Atividades Econômicas:Turismo; Poluição";Sim;Sim;Sim;2;Sim;"AL; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; SC; SE; SP"
Fauna;Aves;Tyrannidae;Elaenia ridleyana;Cocoruta;Vulnerável (VU);VU;Ilha oceânica;"Assentamento Humano:cidades; Especies Exoticas; Outras Atividades Econômicas:Turismo";Sim;Sim;Não;2;Sim;PE
Fauna;Invertebrados Terrestres;Libellulidae;Elasmothemis schubarti;Libélula;Em Perigo (EN);EN;"Cerrado; Mata Atlântica";"Agropecuária; Assentamento Humano:cidades";Não;Não;Não;0;Sim;"RJ; SP"
Fauna;Aves;Rhinocryptidae;Eleoscytalopus psychopompus;Macuquinho-baiano;Em Perigo (EN);EN;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades; Outras Atividades Econômicas:Transporte";Sim;Sim;Não;2;Sim;BA
Fauna;Peixes Marinhos;Tripterygiidae;Enneanectes smithi;Desconhecido;Vulnerável (VU);VU;Marinho;"Mudanca Na Dinamica Das Especies Nativas; Poluição";Sim;Não;Sim;2;Não;PE
Fauna;Répteis;Leiosauridae;Enyalius erythroceneus;Papa-vento-da-chapada;Criticamente em Perigo (CR);CR;Caatinga;"Agropecuária; Outras Atividades Econômicas:Turismo; Queimadas";Sim;Sim;Não;3;Sim;BA
Fauna;Peixes Marinhos;Epinephelidae;Epinephelus itajara;Mero;Criticamente em Perigo (CR);CR;Marinho;"Agropecuária Aquacultura; Assentamento Humano:cidades; Extracao Direta:Caça/Pesca";Sim;Sim;Sim;2;Não;"AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; RJ; RN; SE; SP"
Fauna;Peixes Marinhos;Epinephelidae;Epinephelus marginatus;Garoupa-verdadeira;Vulnerável (VU);VU;Marinho;Extracao Direta:Caça/Pesca;Sim;Sim;Sim;3;Não;"ES; RJ; SP; PR; SC; RS"
Fauna;Peixes Marinhos;Epinephelidae;Epinephelus morio;Garoupa ;Vulnerável (VU);VU;Marinho;Extracao Direta:Caça/Pesca;Sim;Sim;Sim;3;Não;"AL; AP; BA; CE; ES; MA;  PA; PB; PE; PI; PR; RJ; RN; SC; SE; SP"
Fauna;Invertebrados Terrestres;Peripatidae;Epiperipatus adenocryptus;Desconhecido;Criticamente em Perigo (CR);CR;Mata Atlântica;"Agropecuária; Outras Atividades Econômicas:Turismo";Não;Não;Não;0;Sim;MG
Fauna;Invertebrados Terrestres;Peripatidae;Epiperipatus diadenoproctus;Desconhecido;Vulnerável (VU);VU;Mata Atlântica;"Agropecuária; Queimadas";Não;Não;Não;0;Sim;MG
Fauna;Invertebrados Terrestres;Peripatidae;Epiperipatus ohausi;Desconhecido;Em Perigo (EN);EN;Mata Atlântica;Assentamento Humano:cidades;Sim;Não;Não;3;Sim;RJ
Fauna;Invertebrados Terrestres;Peripatidae;Epiperipatus paurognostus;Desconhecido;Criticamente em Perigo (CR);CR;Mata Atlântica;Agropecuária;Não;Não;Não;0;Sim;MG
Fauna;Invertebrados Terrestres;Nymphalidae;Episcada vitrea;Borboleta;Em Perigo (EN);EN;Mata Atlântica;Agropecuária;Sim;Sim;Não;2;Sim; RJ
Fauna;Mamíferos;Vespertilionidae;Eptesicus taddeii;Morcego;Vulnerável (VU);VU;"Cerrado; Mata Atlântica";Agropecuária;Sim;Não;Não;2;Sim;"PR; RS; SC; SP"
Fauna;Invertebrados Terrestres;Nymphalidae;Eresia erysice erysice;Borboleta;Criticamente em Perigo (CR);CR;Mata Atlântica;Agropecuária;Não;Não;Não;0;Sim;BA
Fauna;Répteis;Cheloniidae;Eretmochelys imbricata;Tartaruga-de-pente;Criticamente em Perigo (CR);CR;Marinho;"Assentamento Humano:cidades; Extracao Direta:Caça/Pesca; Mineracao; Outras Atividades Econômicas:Transporte; Outras Atividades Econômicas:Turismo; Poluição";Sim;Sim;Sim;4;Não;"AL; BA; ES; PB; PE; RN; SC; SE"
Fauna;Mamíferos;Balaenidae;Eubalaena australis;Baleia-franca-do-sul;Em Perigo (EN);EN;Marinho;"Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Transporte; Outras Atividades Econômicas:Turismo; Poluição";Sim;Sim;Sim;4;Não;"BA; ES; PR; RJ; RS; SC; SP"
Fauna;Invertebrados Terrestres;Eukoeneniidae;Eukoenenia maquinensis;Palpígrado;Criticamente em Perigo (CR);CR;Cerrado;Outras Atividades Econômicas:Turismo;Sim;Não;Não;2;Sim;MG
Fauna;Invertebrados Terrestres;Eukoeneniidae;Eukoenenia potiguar;Palpígrado;Vulnerável (VU);VU;Caatinga;"Mineracao; Outras Atividades Econômicas:Energia";Não;Não;Não;0;Sim;RN
Fauna;Invertebrados Terrestres;Eukoeneniidae;Eukoenenia sagarana;Palpígrado;Criticamente em Perigo (CR);CR;Cerrado;"Extracao Florestal; Outras Atividades Econômicas:Turismo";Não;Não;Não;1;Sim;MG
Fauna;Invertebrados Terrestres;Eukoeneniidae;Eukoenenia spelunca;Palpígrado;Criticamente em Perigo (CR);CR;Mata Atlântica;"Especies Exoticas; Mineracao";Não;Não;Não;1;Sim;ES
Fauna;Invertebrados Terrestres;Eukoeneniidae;Eukoenenia virgemdalapa;Palpígrado;Em Perigo (EN);EN;Cerrado;"Mineracao; Outras Atividades Econômicas:Turismo";Sim;Não;Não;2;Sim;MG
Fauna;Invertebrados Aquáticos;Eunicidae;Eunice sebastiani;Desconhecido;Em Perigo (EN);EN;Marinho;"Assentamento Humano:cidades; Desastres Naturais; Extracao Direta:Caça/Pesca; Mineracao; Poluição";Sim;Não;Não;2;Sim;SP
Fauna;Invertebrados Terrestres;Nymphalidae;Euptychia boulleti;Borboleta;Criticamente em Perigo (CR);CR;Mata Atlântica;Assentamento Humano:cidades;Sim;Sim;Não;3;Sim;RJ
Fauna;Répteis;Teiidae;Eurolophosaurus amathites;Desconhecido;Em Perigo (EN);EN;"Caatinga; Cerrado";"Assentamento Humano:cidades; Mineracao";Sim;Sim;Não;4;Sim;BA
Fauna;Mamíferos;Cricetidae;Euryoryzomys lamia;Rato-do-mato;Em Perigo (EN);EN;"Cerrado; Mata Atlântica";Agropecuária;Sim;Não;Não;3;Sim;"DF; GO; MG"
Fauna;Invertebrados Terrestres;Gonyleptidae;Eusarcus elinae;Opilião;Em Perigo (EN);EN;Caatinga;"Agropecuária; Outras Atividades Econômicas:Transporte; Outras Atividades Econômicas:Turismo";Sim;Não;Não;2;Sim;BA
Fauna;Invertebrados Aquáticos;Strombidae;Eustrombus goliath;Búzio-de-chapéu;Vulnerável (VU);VU;Marinho;Extracao Direta:Caça/Pesca;Sim;Sim;Sim;2;Sim;"AL; BA; CE; ES; PB; PE; RN; SE"
Fauna;Invertebrados Aquáticos;Pectinidae;Euvola ziczac;Vieira;Em Perigo (EN);EN;Marinho;Extracao Direta:Caça/Pesca;Sim;Não;Não;2;Não;"AP; AL; BA; CE; ES; MA; PA; PB; PE; PI; RJ; RN; SC; SP"
Fauna;Invertebrados Terrestres;Glossoscolecidae;Fimoscolex sporadochaetus;Minhoca-branca;Em Perigo (EN);EN;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades; Mineracao";Sim;Não;Não;2;Sim;MG
Fauna;Invertebrados Terrestres;Coenagrionidae;Fluminagrion taxaense;Libélula;Criticamente em Perigo (CR)/Possivelmente Extinto (PEX);CR/PEX;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades";Não;Não;Não;0;Sim;RJ
Fauna;Aves;Thamnophilidae;Formicivora erythronotos;Formigueiro-de-cabeça-negra;Criticamente em Perigo (CR);CR;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades; Outras Atividades Econômicas:Turismo";Sim;Sim;Não;2;Sim;RJ
Fauna;Aves;Thamnophilidae;Formicivora grantsaui;Papa-formiga-do-sincorá;Em Perigo (EN);EN;Caatinga;"Outras Atividades Econômicas:Turismo; Queimadas";Sim;Sim;Não;3;Sim;BA
Fauna;Aves;Thamnophilidae;Formicivora littoralis;Formigueiro-do-litoral;Em Perigo (EN);EN;Mata Atlântica;"Assentamento Humano:cidades; Outras Atividades Econômicas:Turismo";Sim;Sim;Não;2;Sim;RJ
Fauna;Aves;Thamnophilidae;Formicivora paludicola;Bicudinho-do-brejo-paulista;Criticamente em Perigo (CR);CR;Mata Atlântica;"Especies Exoticas; Outras Atividades Econômicas:Energia; Queimadas";Não;Sim;Não;1;Sim;SP
Fauna;Aves;Fregatidae;Fregata ariel;Tesourão-pequeno;Criticamente em Perigo (CR);CR;Marinho;"Ameaca Desconhecida; Outras Atividades Econômicas:Energia";Sim;Sim;Não;1;Não;ES
Fauna;Aves;Fregatidae;Fregata minor;Tesourão-grande;Criticamente em Perigo (CR);CR;Marinho;Outras Atividades Econômicas:Energia;Sim;Sim;Não;1;Não;ES
Fauna;Mamíferos;Furipteridae;Furipterus horrens;Morcego;Vulnerável (VU);VU;"Amazônia; Caatinga; Cerrado; Mata Atlântica";Mineracao;Sim;Não;Não;3;Não;"CE; DF; ES; GO; PA; TO"
Fauna;Peixes Marinhos;Triakidae;Galeorhinus galeus;Cação-bico-doce ;Criticamente em Perigo (CR);CR;Marinho;Extracao Direta:Caça/Pesca;Sim;Sim;Sim;2;Não;"PR; RJ; RS; SC; SP"
Fauna;Peixes Marinhos;Ariidae;Genidens barbus;Bagre-branco;Em Perigo (EN);EN;Marinho;Extracao Direta:Caça/Pesca;Sim;Sim;Sim;3;Não;"BA;  PR;  RS "
